id,dep_delayed_15min
0,0.017619021762630634
1,0.10803466810018704
2,0.05545898923190614
3,0.6107833022121875
4,0.4166112255737713
5,0.05304140578613649
6,0.06556577770692412
7,0.3088878976782479
8,0.15835093859975125
9,0.3389338045659473
10,0.4278308362980404
11,0.3610355611321959
12,0.12659972516275922
13,0.19361854413951762
14,0.1434448791690701
15,0.3078799449644163
16,0.1375376541564778
17,0.3319493868551601
18,0.425259686773287
19,0.014058119193444466
20,0.4137264794407358
21,0.043445870431704024
22,0.4288639065482747
23,0.10044671510168549
24,0.2825932422730426
25,0.3056562032615212
26,0.018323931319065366
27,0.033207054893882204
28,0.2030286344177509
29,0.09601117324628734
30,0.2271143078462992
31,0.6307895490797306
32,0.05337356182174887
33,0.2723979643709555
34,0.546066033201449
35,0.4944822521952876
36,0.2685553448138871
37,0.28338199937281466
38,0.10178024959213464
39,0.18097591380684253
40,0.22022732258229122
41,0.08788378602711007
42,0.15548678051405398
43,0.41162211458392983
44,0.1547156948286365
45,0.5310629341353735
46,0.008281760465346231
47,0.19705542011710567
48,0.7017580047440408
49,0.09333368021397223
50,0.638741971330966
51,0.05828511841875135
52,0.20078238594253442
53,0.35883625334032365
54,0.17426654734979088
55,0.1946307932540361
56,0.3011593868679425
57,0.536507178688837
58,0.1147449693554648
59,0.29238942504456394
60,0.1776891742356358
61,0.15075026120540733
62,0.20965751642161876
63,0.36646441866514934
64,0.2800406415059732
65,0.1748166070625393
66,0.020665788047254753
67,0.09205465023387734
68,0.20452649440301313
69,0.3472805099442018
70,0.04884357351585781
71,0.3909036736091504
72,0.4688230663530412
73,0.3882186461031584
74,0.9041643908339353
75,0.2847902575168101
76,0.09649748160986918
77,0.13129146619003473
78,0.15037062935241213
79,0.20864150605938517
80,0.3450598375665187
81,0.12899514906676315
82,0.07712184119205293
83,0.1245668053219079
84,0.13509946519375127
85,0.010118638127695465
86,0.14731977280914307
87,0.3030154441467099
88,0.2690255134993742
89,0.21590200689528297
90,0.19939826502766014
91,0.18026226828611916
92,0.168233325138997
93,0.1325563462308327
94,0.15587060409110212
95,0.08556681280546036
96,0.4424507251216315
97,0.08742345971293149
98,0.211646000022377
99,0.6333274739095313
100,0.22636516582017058
101,0.3250236042121947
102,0.13972945188915387
103,0.321327180163301
104,0.025500602063917722
105,0.15889906875675253
106,0.33443041413672925
107,0.04721811545175692
108,0.11360594665625981
109,0.19418761893970377
110,0.18574762345416973
111,0.134541098137502
112,0.8826438745243789
113,0.0255684778665661
114,0.05586728772244539
115,0.15605763942753595
116,0.10171480517891171
117,0.7735357662662258
118,0.08746706161341032
119,0.18278714410906344
120,0.6803545633864919
121,0.1252669095763262
122,0.2006868512407325
123,0.08367578125411534
124,0.3956789465060297
125,0.09062320741257354
126,0.15380909599056675
127,0.043734684050098005
128,0.25051918117253935
129,0.30601287556966966
130,0.24854007555794067
131,0.10169077714523195
132,0.12018216595413532
133,0.21868328878559926
134,0.0602706588136174
135,0.19208177803685866
136,0.5115452586567845
137,0.39662459600948846
138,0.0227175194855793
139,0.07037904847406398
140,0.6083350586783938
141,0.5214056721688999
142,0.29273697281452765
143,0.20758220082423234
144,0.15541150822365526
145,0.18766524587484074
146,0.289167266873553
147,0.15118424432797614
148,0.07707302795482053
149,0.6229669120891632
150,0.634332011652544
151,0.3150919887667672
152,0.09882278014049833
153,0.12530630283164673
154,0.14067788594792205
155,0.08282139996049873
156,0.3742868738650378
157,0.24704734618917207
158,0.49744291903125426
159,0.03630791091333979
160,0.22194688467831208
161,0.6158895418058721
162,0.5257139351257462
163,0.12963600471659534
164,0.5410119655052238
165,0.04679142054862778
166,0.10737138581267569
167,0.023525475656974958
168,0.14272348514226776
169,0.28277673586140606
170,0.5296474503796986
171,0.1796724472034355
172,0.1254741951725673
173,0.17011570894468298
174,0.6194417398515805
175,0.2657808377069449
176,0.2098748743184034
177,0.01458527489742263
