id,dep_delayed_15min
0,0.02855238870256517
1,0.10380905752372648
2,0.06498416162385291
3,0.5288990721561886
4,0.37243870456630357
5,0.06844140440098102
6,0.08115177332484662
7,0.3050373112389957
8,0.20701395458028427
9,0.3197967984700185
10,0.3007493458022363
11,0.28769716542964174
12,0.12231056663699524
13,0.16581359564166226
14,0.2159670539340913
15,0.35258475239102827
16,0.0947625357629234
17,0.3039828915045635
18,0.53702166001832
19,0.01392271793252673
20,0.3064914589876881
21,0.07013409793742328
22,0.5599818644321569
23,0.13172566724547385
24,0.2857231572841467
25,0.3483425738856322
26,0.018097366528579007
27,0.03609361044269429
28,0.3109981408697926
29,0.13336462159799325
30,0.19731633491430994
31,0.6526823293644396
32,0.042471986501760726
33,0.30248549545644526
34,0.6016711363038244
35,0.5291856789319971
36,0.22194842022638883
37,0.3747856798347019
38,0.1742313971995274
39,0.22171880027237192
40,0.22094434799928026
41,0.11224435649493235
42,0.1658140017717164
43,0.38780182573265387
44,0.14688643448010916
45,0.5250605183953077
46,0.004597139612339784
47,0.21950832791886635
48,0.7466843991922967
49,0.08728959035800705
50,0.6554306461538664
51,0.040827497572003144
52,0.18459998552403223
53,0.46630029095406417
54,0.18880633719314915
55,0.1625697790605029
56,0.35246295126067634
57,0.4686340209402144
58,0.12876060708153125
59,0.31664606044788257
60,0.19837148609184843
61,0.1734977253223321
62,0.2598453277298996
63,0.3473351281646991
64,0.23546567355379297
65,0.134223251870751
66,0.022694056290709568
67,0.06377766998053676
68,0.21759930289295001
69,0.29271486260355345
70,0.042665983954323534
71,0.34557928987408437
72,0.5108728709681982
73,0.40130032730471693
74,0.8659222463359049
75,0.31182590845454145
76,0.08062385302881589
77,0.1589266793907127
78,0.14148224400089787
79,0.16841666038336517
80,0.3425228263413057
81,0.21214484974271416
82,0.07987919818859525
83,0.07267754074082253
84,0.13160052836632766
85,0.011669115570073564
86,0.14923378913132346
87,0.32917208953142424
88,0.208652389193426
89,0.2118264000508891
90,0.18942941421493636
91,0.15676011942980803
92,0.23074241569139836
93,0.15089062256451702
94,0.16822924575067433
95,0.07487928452822173
96,0.4167597321491961
97,0.09645715824343415
98,0.2007647697554096
99,0.6707055124802696
100,0.19165390063719429
101,0.259008117406621
102,0.13226625492952873
103,0.33700276100870086
104,0.030001866955595587
105,0.18565368847845057
106,0.3069891725264608
107,0.03898657560932217
108,0.10499277395572512
109,0.13071656809089885
110,0.2223281632329014
111,0.13627559740446038
112,0.902274722940646
113,0.025636975087849
114,0.053737329497886295
115,0.2125658214455755
116,0.12240907898337772
117,0.8970697082203093
118,0.10785818523952882
119,0.1451785671386139
120,0.7821346407088494
121,0.19170193888731724
122,0.2091986112887724
123,0.11010305141988834
124,0.2869187124028363
125,0.11121051807266881
126,0.11002617924044034
127,0.03948553723178568
128,0.16307172884896062
129,0.3065033008631728
130,0.20445429501234275
131,0.1102174028278159
132,0.18094082637478232
133,0.15607329932571282
134,0.05351796986717781
135,0.22927974879663646
136,0.5635535377352169
137,0.33972029034820866
138,0.013520952957424028
139,0.059389412115221335
140,0.5292097809921302
141,0.5774569447399436
142,0.3466214726132538
143,0.19713687103277974
144,0.234061161597413
145,0.2022516815335126
146,0.256228494745513
147,0.12893467843776005
148,0.08009484646611265
149,0.6404489741117849
