match_id_hash,radiant_win_prob
30cc2d778dca82f2edb568ce9b585caa,0.2783158700643803
70e5ba30f367cea48793b9003fab9d38,0.9956946924283834
4d9ef74d3a2025d79e9423105fd73d41,0.9763072866049313
2bb79e0c1eaac1608e5a09c8e0c6a555,0.7861736431150463
bec17f099b01d67edc82dfb5ce735a43,0.2390838988481528
038acbb47d9eb54c11962d07cce8d829,0.054923685854450136
b891f03bb2a86d78b84043437fc95e04,0.9399490928146835
ff898afdb5bb5c7163bde45a009503f7,0.08940786169645383
72e6b1c31c718c0806f9aaeb8b7290a9,0.6406991280220032
abd97ab60ceca3ae6f00a28baea8a43c,0.3044920826366244
d46d5407bd08b42245e1bf2de86da403,0.04239058188849911
a176147b06a337304ab179cd3b432015,0.2537260551262362
f4e59a3443f4d1e55b8639651dca3a4d,0.015471929174430953
2b8263ce33e0320e9d8b2775f65c3eef,0.6958058178089147
2d0803ecc11a376020a41da9aa255e23,0.9920915912104944
4e043d36d488c88b73afec997ea4fb76,0.9930199603562117
30f5b5e14622068c186b6f4e937bd6b9,0.629701447305251
44ef19f09cec7868270e5e62aba4a3ff,0.8467253385832872
47b462bb8974dbe082357e8b1ddececd,0.3891644117133725
41e32d96134ca0a52c1a1be7faefd752,0.5476331456652342
a25a6fc067bc963af369f45d655db098,0.759630437271908
f9bf94520433bc98d287e01ae84090eb,0.7726005677594656
3c83af081c79a7bcce2f47c038ccb360,0.6901609418319081
e6955d1c0b810cc5dc9197cc7d404831,0.454000803209438
f53297cb268acd155dc0ba92765067d3,0.3626142827871709
021cefc286d907c7b8ad4156f06067f2,0.48106742784639256
6b8377392b416087a5486b667159e942,0.036253394368127065
17d1e4a72ebca9d7e5bb04595219d7f4,0.6650652528608687
d020af84fd2a439bc9019dc681bc2325,0.043727179241101664
525559396be62ae36be7fa72246b9ffa,0.3187287954586485
39b35584d8fcca44bbb35b0d9ffaa8a3,0.2044623390308706
5d8b85ca1307b58f511f8794b22229c0,0.3367030762163772
3224dbf29a3f7a75b5a5c37dcab6b8f8,0.30310038920912014
0cd98aadfef4ca31d2b352124757cc16,0.9889975230737473
0e395c12a6af074b1cf20abca3662327,0.5682868176595328
05fa1a5bf98ada8025535261b3fcdc6f,0.7757166633200201
7d52952f47f56913ab634914f3904143,0.8437278983174946
3a559937038a24655a3add1da523c998,0.9966961622226868
a8531ace02ae32c1594ba5688ac535f4,0.698680428780305
1d55f15af571223402e59daa58ef8267,0.04306138341002267
ee290a51ad00351c9db6e1cbad3fe7e1,0.23365191782159897
8ec5c5e629b71a73e213dc216a931c36,0.9664089835978971
c28f4b3a278a0dee272e1e887c677e76,0.7701191689545747
9bf0626a279d053668fa8659c5ec6a0f,0.13304654701958404
82649fc7c67eee0badd74c3a92486050,0.5528793093064752
462140e734deb14ac27a2ffd6107968d,0.47903407514968066
a6ea4996c5e6d25d12e2d230e09802e0,0.7730480401452635
0ff573184e4c5c719bb3d63336bf4a19,0.3624609721170797
8f7f06608f179231a81365b92355655d,0.7266072461073689
829b44e368af73ca3fd4c87e8b217814,0.6798513582672776
e1834129bfe64831575572d2dfb9289b,0.5885777515146172
f3c661070c79ef6a88852dbb6a54ad22,0.7315165036376367
bd7809aeeb5900478b8a06a7bedfae29,0.38652824606528563
766d15ad4a340bff48ff37f5d173844d,0.3850918974565619
15f619b1a28186c4164b0c206d931bbe,0.6164193447707964
a73b39d09b3e5eaae81873e71cd467b7,0.6662947198501359
39d0ba15f7a177c1a77cf9d2fbc3ae83,0.6655230823868511
60353ee1ce84365ffee170457063f12d,0.9980600738280184
41d5c8eaa020b58cc2a6398539b28eda,0.5461525855952184
f05fcbd307f44f4ab1140eca9d1ba8d6,0.7912025971961887
33ce8c7dafa35d022a8e431895a4e969,0.4122841507966602
8009066aac44afe3c8aff74c6b41b75e,0.4543695216363708
495eb2eeb331fc066cc33e28b8d937ef,0.00241708149304829
6e93839278a01c8a18b6bc37a6a4304f,0.8169608518838328
f6ec14644b6efe664531b1a775454bea,0.36420152928046734
4dad0ce7aa3a691f2ced03c444874b71,0.8285356735230452
4df5976fc62308f97f8eba3de32f4447,0.15600531461955874
ce1447113933873d4e60ef986ab5e0a7,0.5107925252743055
3f2e0f2a6608c910a2d69217209dc73e,0.8434545082932582
edf2020b7d9c4d57749c7f3eb4d976e2,0.014079257804329793
9933efa7dc6aebbd599e5663696ed314,0.6225819803462104
f03ce7a080562784208d03920f8ed9a8,0.431944630496953
9bc9c1115610c3cd052c9fb1e32cd6a3,0.36703257593085375
fca6f4a09a6e8ffe0e7b3726b2458ec5,0.8033484243502151
e727c947fd12638260bf60fa0bd58ac4,0.37042345984549924
a7988c80f80a92d1d00ec55b001e0531,0.7168840670826917
73b4ac2c4b6c4c2203d8445aa5371d9c,0.7535732416591073
036fa099bd5f9ed2bba6b253f11c0646,0.7741004682167423
78afe765c255b1dbb4eef7bc6bef2ea2,0.8456855000008653
ade6b775f2c15529c69e761693833b64,0.861720946748377
c4af2ef35e9b5c648d6e290560acae9e,0.9538417577619546
42c66acd16752d83c132928436e2e0ab,0.6068613385878254
b8491947accfed83d0a554a99ce8e38f,0.1143090597064881
54a887a4c905a4579439fce4ff01719e,0.5351030382463885
b6e68f2983bf76d505fe1067f2f84deb,0.8469803368984656
253ae549ee3c10b2a64902adc8102d50,0.6107148479215841
2d35af56639997118786d6eadba53e52,0.36884724257015333
a2903da10946d1a751afec3d69ca5906,0.12482825960751495
52951bcf6e52b8ac5e4c05ebc14c053b,0.4606176676424174
39e27dbbd6d8fc50da949716010609a2,0.2776567399041655
5c170ea7a477b123256754a4330e445f,0.026337280437063397
b30f8d475edeb9e4067c94a5dad61745,0.42374506665888095
274a537210fb94ccc97378e9550a6b1f,0.00440650340152105
804621c88b9fb4d6961a8b879fb6d4e8,0.9830671755515173
72821e849a6ad51e0c3831e8afee4e1d,0.47108129142301136
40a1d084ce70a1f3dbaed42fb3972e90,0.46970369372152404
aba5de27ee767c8ff0504ffcc88840c1,0.5839235097515004
73cbf76bbc4c90021252a9e100fa176d,0.6915367694856059
75a7cf2ed1a3b2c6cd4c2676600af95f,0.3252345370552902
a8273c207a85333263a715c92824d4c5,0.5209263487888812
eaefb3e1caf992544319b50e52560729,0.018680531831198603
ddb777d093a1a8f907364777fb04828c,0.8402751614075189
ace3a47615b4ff4884732dc0f09cae72,0.552104152648685
dcf60d2b0d734f24a8d645b04d7c6b2c,0.5992420669032467
